| model                  |                 test |     t/s (total) |       t/s (req) |      peak t/s |   peak t/s (req) |           ttfr (ms) |        est_ppt (ms) |       e2e_ttft (ms) |
| dsv4-vision-dspark-tp2 |  pp2048 @ d8192 (c1) | 384.91 ± 111.53 | 384.91 ± 111.53 |               |                  |   5811.04 ± 1682.96 |   5808.34 ± 1682.96 |   5811.04 ± 1682.96 |
| dsv4-vision-dspark-tp2 |   tg128 @ d8192 (c1) |    36.13 ± 2.47 |    36.13 ± 2.47 |  42.50 ± 3.50 |     42.50 ± 3.50 |                     |                     |                     |
| dsv4-vision-dspark-tp2 |  ctx_pp @ d8192 (c2) |  1856.11 ± 2.31 |   928.40 ± 1.17 |               |                  |     8827.54 ± 11.08 |     8824.83 ± 11.08 |     8827.54 ± 11.08 |
| dsv4-vision-dspark-tp2 |  ctx_tg @ d8192 (c2) |    54.38 ± 2.79 |    29.77 ± 5.38 |  75.00 ± 9.00 |     42.50 ± 8.50 |                     |                     |                     |
| dsv4-vision-dspark-tp2 |  pp2048 @ d8192 (c2) |  589.20 ± 15.10 |   294.74 ± 7.56 |               |                  |    6955.73 ± 178.30 |    6953.02 ± 178.30 |    6955.73 ± 178.30 |
| dsv4-vision-dspark-tp2 |   tg128 @ d8192 (c2) |    55.16 ± 2.30 |    29.24 ± 2.02 |  66.50 ± 1.50 |     37.25 ± 2.17 |                     |                     |                     |
| dsv4-vision-dspark-tp2 |  ctx_pp @ d8192 (c5) | 1799.39 ± 52.70 | 515.16 ± 132.23 |               |                  |  17075.88 ± 4600.87 |  17073.18 ± 4600.87 |  17075.88 ± 4600.87 |
| dsv4-vision-dspark-tp2 |  ctx_tg @ d8192 (c5) |    35.84 ± 0.50 |    12.03 ± 4.82 | 103.50 ± 4.50 |     25.60 ± 2.11 |                     |                     |                     |
| dsv4-vision-dspark-tp2 |  pp2048 @ d8192 (c5) |   613.11 ± 1.20 |  178.68 ± 48.24 |               |                  |  12355.72 ± 3376.02 |  12353.02 ± 3376.02 |  12355.72 ± 3376.02 |
| dsv4-vision-dspark-tp2 |   tg128 @ d8192 (c5) |    42.28 ± 3.80 |    12.73 ± 4.19 | 110.50 ± 0.50 |     27.90 ± 3.94 |                     |                     |                     |
| dsv4-vision-dspark-tp2 | ctx_pp @ d16384 (c1) | 1471.21 ± 25.23 | 1471.21 ± 25.23 |               |                  |   11143.08 ± 191.04 |   11140.38 ± 191.04 |   11144.46 ± 190.87 |
| dsv4-vision-dspark-tp2 | ctx_tg @ d16384 (c1) |    35.80 ± 1.09 |    35.80 ± 1.09 |  42.00 ± 1.00 |     42.00 ± 1.00 |                     |                     |                     |
| dsv4-vision-dspark-tp2 | pp2048 @ d16384 (c1) |  462.16 ± 23.09 |  462.16 ± 23.09 |               |                  |    4445.18 ± 221.95 |    4442.47 ± 221.95 |    4446.86 ± 221.82 |
| dsv4-vision-dspark-tp2 |  tg128 @ d16384 (c1) |    38.25 ± 0.68 |    38.25 ± 0.68 |  49.00 ± 5.00 |     49.00 ± 5.00 |                     |                     |                     |
| dsv4-vision-dspark-tp2 | ctx_pp @ d16384 (c2) |  1781.11 ± 1.56 |  910.74 ± 20.02 |               |                  |   18002.19 ± 395.60 |   17999.49 ± 395.60 |   18003.45 ± 395.58 |
| dsv4-vision-dspark-tp2 | ctx_tg @ d16384 (c2) |    43.79 ± 0.09 |    26.08 ± 1.30 |  70.50 ± 3.50 |     41.50 ± 6.10 |                     |                     |                     |
| dsv4-vision-dspark-tp2 | pp2048 @ d16384 (c2) |   542.26 ± 4.37 |  302.79 ± 31.62 |               |                  |    6840.95 ± 713.84 |    6838.25 ± 713.84 |    6842.40 ± 714.04 |
| dsv4-vision-dspark-tp2 |  tg128 @ d16384 (c2) |    45.22 ± 0.17 |    27.40 ± 3.41 |  71.00 ± 2.00 |     37.50 ± 3.35 |                     |                     |                     |
| dsv4-vision-dspark-tp2 | ctx_pp @ d16384 (c5) |  1826.47 ± 5.11 | 527.59 ± 130.83 |               |                  |  33303.10 ± 9070.86 |  33300.39 ± 9070.86 |  33304.47 ± 9071.14 |
| dsv4-vision-dspark-tp2 | ctx_tg @ d16384 (c5) |    23.46 ± 0.22 |    10.57 ± 6.39 | 109.00 ± 5.00 |     28.30 ± 5.44 |                     |                     |                     |
| dsv4-vision-dspark-tp2 | pp2048 @ d16384 (c5) |   594.02 ± 8.23 |  178.40 ± 52.41 |               |                  |  12479.37 ± 3495.48 |  12476.67 ± 3495.48 |  12480.59 ± 3495.11 |
| dsv4-vision-dspark-tp2 |  tg128 @ d16384 (c5) |    38.27 ± 0.23 |    12.38 ± 3.76 | 109.00 ± 5.00 |     25.70 ± 2.53 |                     |                     |                     |
| dsv4-vision-dspark-tp2 | ctx_pp @ d32768 (c1) |  1469.82 ± 3.62 |  1469.82 ± 3.62 |               |                  |    22297.45 ± 54.97 |    22294.75 ± 54.97 |    22299.10 ± 54.57 |
| dsv4-vision-dspark-tp2 | ctx_tg @ d32768 (c1) |    36.12 ± 0.54 |    36.12 ± 0.54 |  44.00 ± 1.00 |     44.00 ± 1.00 |                     |                     |                     |
| dsv4-vision-dspark-tp2 | pp2048 @ d32768 (c1) |   471.73 ± 2.60 |   471.73 ± 2.60 |               |                  |     4344.27 ± 23.95 |     4341.56 ± 23.95 |     4346.50 ± 23.80 |
| dsv4-vision-dspark-tp2 |  tg128 @ d32768 (c1) |    37.75 ± 5.39 |    37.75 ± 5.39 |  53.50 ± 2.50 |     53.50 ± 2.50 |                     |                     |                     |
| dsv4-vision-dspark-tp2 | ctx_pp @ d32768 (c2) |  1749.87 ± 5.93 |  884.69 ± 10.12 |               |                  |   37047.45 ± 423.61 |   37044.74 ± 423.61 |   37049.42 ± 423.07 |
| dsv4-vision-dspark-tp2 | ctx_tg @ d32768 (c2) |    48.29 ± 0.45 |    27.87 ± 1.59 |  73.50 ± 2.50 |     40.00 ± 5.24 |                     |                     |                     |
| dsv4-vision-dspark-tp2 | pp2048 @ d32768 (c2) |  525.67 ± 10.90 |  293.01 ± 30.75 |               |                  |    7069.90 ± 739.81 |    7067.19 ± 739.81 |    7072.34 ± 739.67 |
| dsv4-vision-dspark-tp2 |  tg128 @ d32768 (c2) |    41.62 ± 1.13 |    24.90 ± 3.69 |  65.50 ± 2.50 |     36.00 ± 4.36 |                     |                     |                     |
| dsv4-vision-dspark-tp2 | ctx_pp @ d32768 (c5) |  1820.33 ± 1.37 | 524.80 ± 130.17 |               |                  | 67013.68 ± 18434.44 | 67010.97 ± 18434.44 | 67015.93 ± 18434.28 |
| dsv4-vision-dspark-tp2 | ctx_tg @ d32768 (c5) |    13.69 ± 0.30 |    11.12 ± 9.90 |  94.50 ± 4.50 |    26.70 ± 10.42 |                     |                     |                     |
| dsv4-vision-dspark-tp2 | pp2048 @ d32768 (c5) |   573.64 ± 0.54 |  169.16 ± 48.67 |               |                  |  13098.23 ± 3537.61 |  13095.53 ± 3537.61 |  13100.14 ± 3537.48 |
| dsv4-vision-dspark-tp2 |  tg128 @ d32768 (c5) |    38.03 ± 1.46 |    12.61 ± 3.83 | 109.50 ± 3.50 |     27.20 ± 1.78 |                     |                     |                     |
