| model                  |                 test |      t/s (total) |       t/s (req) |       peak t/s |   peak t/s (req) |          ttfr (ms) |       est_ppt (ms) |      e2e_ttft (ms) |
| dsv4-vision-dspark-tp2 |  tg128 @ d16384 (c1) |     37.99 ± 6.95 |    37.99 ± 6.95 |   45.00 ± 6.00 |     45.00 ± 6.00 |                    |                    |                    |
| dsv4-vision-dspark-tp2 | ctx_pp @ d16384 (c2) |   1747.57 ± 0.13 |  893.04 ± 19.01 |                |                  |  18359.01 ± 390.79 |  18355.78 ± 390.79 |  18360.70 ± 390.98 |
| dsv4-vision-dspark-tp2 | ctx_tg @ d16384 (c2) |     50.90 ± 3.40 |    28.85 ± 2.17 |   69.50 ± 4.50 |     36.50 ± 3.20 |                    |                    |                    |
| dsv4-vision-dspark-tp2 | pp2048 @ d16384 (c2) |    550.42 ± 0.52 |  307.95 ± 32.54 |                |                  |   6728.84 ± 710.67 |   6725.61 ± 710.67 |   6730.82 ± 710.85 |
| dsv4-vision-dspark-tp2 |  tg128 @ d16384 (c2) |     48.01 ± 0.41 |    29.39 ± 3.76 |   74.00 ± 0.00 |     43.25 ± 4.21 |                    |                    |                    |
| dsv4-vision-dspark-tp2 | ctx_pp @ d16384 (c5) |   1992.24 ± 6.66 |   403.00 ± 9.05 |                |                  |  40681.04 ± 884.43 |  40677.81 ± 884.43 |  40683.33 ± 885.05 |
| dsv4-vision-dspark-tp2 | ctx_tg @ d16384 (c5) |     69.69 ± 0.75 |    18.36 ± 1.96 | 126.50 ± 15.50 |     28.10 ± 2.30 |                    |                    |                    |
| dsv4-vision-dspark-tp2 | pp2048 @ d16384 (c5) |    647.46 ± 1.55 |  138.93 ± 18.75 |                |                  | 14970.73 ± 1679.91 | 14967.50 ± 1679.91 | 14974.20 ± 1680.59 |
| dsv4-vision-dspark-tp2 |  tg128 @ d16384 (c5) |     56.52 ± 3.63 |    17.99 ± 3.37 |  125.00 ± 5.00 |     28.60 ± 2.65 |                    |                    |                    |
| dsv4-vision-dspark-tp2 | ctx_pp @ d32768 (c1) |   1506.64 ± 0.83 |  1506.64 ± 0.83 |                |                  |   21752.99 ± 12.05 |   21749.76 ± 12.05 |   21754.40 ± 12.06 |
| dsv4-vision-dspark-tp2 | ctx_tg @ d32768 (c1) |     43.82 ± 4.23 |    43.82 ± 4.23 |   55.50 ± 4.50 |     55.50 ± 4.50 |                    |                    |                    |
| dsv4-vision-dspark-tp2 | pp2048 @ d32768 (c1) |    449.01 ± 1.12 |   449.01 ± 1.12 |                |                  |    4564.39 ± 11.35 |    4561.16 ± 11.35 |    4566.68 ± 11.23 |
| dsv4-vision-dspark-tp2 |  tg128 @ d32768 (c1) |     39.25 ± 4.08 |    39.25 ± 4.08 |   49.00 ± 4.00 |     49.00 ± 4.00 |                    |                    |                    |
| dsv4-vision-dspark-tp2 | ctx_pp @ d32768 (c2) |   1756.73 ± 1.19 |   888.14 ± 9.64 |                |                  |  36903.78 ± 400.56 |  36900.55 ± 400.56 |  36906.69 ± 400.45 |
| dsv4-vision-dspark-tp2 | ctx_tg @ d32768 (c2) |     46.73 ± 2.11 |    26.67 ± 4.41 |   62.50 ± 3.50 |     36.25 ± 2.17 |                    |                    |                    |
| dsv4-vision-dspark-tp2 | pp2048 @ d32768 (c2) |    526.86 ± 8.34 |  294.14 ± 30.84 |                |                  |   7043.14 ± 738.12 |   7039.91 ± 738.12 |   7046.44 ± 738.07 |
| dsv4-vision-dspark-tp2 |  tg128 @ d32768 (c2) |     42.99 ± 2.00 |    25.91 ± 5.00 |   69.00 ± 9.00 |     37.00 ± 3.81 |                    |                    |                    |
| dsv4-vision-dspark-tp2 | ctx_pp @ d32768 (c5) |   1972.91 ± 4.68 |   396.87 ± 4.55 |                |                  |  82583.49 ± 931.05 |  82580.26 ± 931.05 |  82588.77 ± 932.09 |
| dsv4-vision-dspark-tp2 | ctx_tg @ d32768 (c5) |     66.13 ± 0.92 |    17.97 ± 1.75 |  118.50 ± 9.50 |     28.30 ± 2.90 |                    |                    |                    |
| dsv4-vision-dspark-tp2 | pp2048 @ d32768 (c5) |    622.27 ± 0.76 |  133.54 ± 17.99 |                |                  | 15575.01 ± 1744.90 | 15571.78 ± 1744.90 | 15580.09 ± 1746.15 |
| dsv4-vision-dspark-tp2 |  tg128 @ d32768 (c5) |     53.75 ± 3.61 |    17.69 ± 3.75 | 122.50 ± 17.50 |     30.30 ± 4.15 |                    |                    |                    |
